goodsNo,goodsName,displayGenderText,normalPrice,price,saleRate,brand,reviewCount,reviewScore,isPick
3255472,레일로 시어서커 스트라이프 셔츠 [LEMON CREAM],남성,66000,59400,10,drawfit,201,98,0
3783490,콘트라스트 워시드 데님 자켓 [SLATE BLUE],남성,124000,99200,20,drawfit,93,96,0
3030704,컬러 포인트 윈드 브레이커 자켓,남성,124000,99200,20,drawfit,206,98,0
2552399,리에디션 슬라이드 밴드 샌들 [BLACK],남성,88000,79200,10,drawfit,765,94,0
2510192,시어서커 루즈핏 오픈카라 셔츠 [BLACK],남성,55000,44000,20,drawfit,742,96,0
4934378,쿨링 모달 하프 라운드 니트 [NAVY],남성,48000,43200,10,drawfit,78,98,0
5384936,울 헤어리 노르딕 크루넥 니트 [BLACK],남성,74000,66600,10,drawfit,1,100,0
3489523,유주얼 스트레이트 데님 팬츠 [WHITE],남성,66000,59400,10,drawfit,41,98,0
3052036,레이어드 스트링 테잎 후드 [NAVY],남성,66000,59400,10,drawfit,894,96,0
3037100,오버사이즈 울 라운드 가디건 [M.CHARCOAL],남성,85000,76500,10,drawfit,310,98,0
1852144,모더니티 히든 밴딩 슬랙스 [COPPER BROWN],남성,69000,62100,10,drawfit,415,96,0
3614230,헤링본 체크 울 발마칸 코트 [BROWN],남성,308000,246400,20,drawfit,114,96,0
3274392,블루베리 프린팅 티셔츠 [BLACK],남성,37000,33300,10,drawfit,548,98,0
5358729,워시드 코튼 샴브레이 워크 셔츠 [BLUE],남성,55000,49500,10,drawfit,5,96,0
3829998,유주얼 테이퍼드 데님 팬츠 [BLUE],남성,66000,59400,10,drawfit,38,98,0
3783848,소프트 에센셜 헨리넥 니트 [BLACK],남성,66000,59400,10,drawfit,135,98,0
3479628,레이어드 스트링 투웨이 집업 후드 [NAVY],남성,72000,64800,10,drawfit,42,96,0
3088138,레이어드 스트링 테잎 후드 [BURGUNDY],남성,66000,59400,10,drawfit,206,94,0
2361831,테이퍼드 밴딩 치노 팬츠 [BLACK],남성,66000,59400,10,drawfit,264,96,0
1305450,유주얼 뉴 스트레이트 데님 팬츠 [L.BLUE],남성,66000,59400,10,drawfit,561,96,0
4305628,가르니 포켓 초어 자켓 [KHAKI],남성,148000,118400,20,drawfit,54,98,0
3783762,인버티드 워싱 코튼 자켓 [BLACK],남성,174000,139200,20,drawfit,54,98,0
2322836,도브 울 미니멀 라인 자켓 [BLACK],남성,174000,139200,20,drawfit,1439,98,0
3154710,코지드 스트라이프 셔츠 [SKY BLUE],남성,66000,49500,25,drawfit,625,96,0
4041069,[유튜버 PICK] 산세리프 엠브로더리 티셔츠 [IVORY],남성,33000,29700,10,drawfit,589,96,1
3284748,와이드핏 에센셜 볼캡 [BLACK],공용,36000,32400,10,drawfit,130,96,0
2818892,프리미어 퓨어 캐시미어 히든 싱글 코트 [BEIGEISH GREY],남성,278000,222400,20,drawfit,314,98,0
1033848,리에디션 브리즈 오픈 카라 셔츠 [D.NAVY],남성,55000,44000,20,drawfit,1123,96,0
4739860,CN 벨티드 카고 팬츠 [BLACK],남성,66000,59400,10,drawfit,17,96,0
4314891,유주얼 세미 와이드 데님 팬츠 [VINTAGE GREY],남성,66000,59400,10,drawfit,55,94,0
3830017,워시드 오피서 치노 팬츠 [D.BEIGE],남성,66000,59400,10,drawfit,62,98,0
3052089,오버사이즈 인디고 워싱 데님 셔츠 [BLUE],남성,66000,59400,10,drawfit,238,96,0
5385023,루스 블랙 [BLACK],남성,33000,29700,10,drawfit,0,0,0
5384977,와플 라운드 롱슬리브 티셔츠 [CHARCOAL],남성,36000,32400,10,drawfit,0,0,0
3052064,포멀릭 리브드 헨리넥 티셔츠 [OFF WHITE],남성,44000,39600,10,drawfit,188,98,0
4730960,루크 투 포켓 셔츠 [DUSTY BEIGE],남성,55000,49500,10,drawfit,23,100,0
3235079,오버사이즈 풀오버 카라 반팔 셔츠 [D.GREY],남성,55000,44000,20,drawfit,156,98,0
1958905,와이드 밴딩 플리츠 팬츠 [D.GREY],남성,62000,55800,10,drawfit,1126,96,0
4995040,[패션플래닛X드로우핏] 쿨링 릴렉스드 테이퍼드 밴딩 팬츠 [D.GREY],남성,59000,47200,20,drawfit,31,96,0
1305386,오버핏 울 니트 베스트 [L.BEIGE],공용,59000,47200,20,drawfit,1139,98,0
4306118,오버사이즈 벌키 라운드 가디건 [CHARCOAL],남성,77000,69300,10,drawfit,45,96,0
3154691,원턱 밴딩 테이퍼드 슬랙스 [CREAM],남성,63000,49800,21,drawfit,577,96,0
3030712,에센셜 윈드 브레이커 자켓,남성,124000,99200,20,drawfit,155,98,0
5384978,피그먼트 핑거홀 루즈 티셔츠 [PIGMENT CHARCOAL],남성,44000,39600,10,drawfit,1,100,0
4730994,카일로 체크 셔츠 [NAVY],남성,55000,49500,10,drawfit,18,98,0
4363622,보니 블랙,남성,33000,29700,10,drawfit,53,96,0
4041003,쿨링 모달 하프 카라 니트 [NAVY],남성,55000,49500,10,drawfit,329,98,0
3175685,[오정규X드로우핏] 린넨  밴딩 팬츠 [2PACK],남성,110000,73700,33,drawfit,1495,96,0
3479626,레이어드 스트링 투웨이 집업 후드 [M.GREY],남성,72000,64800,10,drawfit,79,98,0
5068731,[DRAW FIT X MANJAE] 리브드 헨리넥 하프 티셔츠 [IVORY],남성,40000,36000,10,drawfit,69,86,0
4305877,울 그라데이션 라운드 풀오버 니트 [LIGHT BLUE],남성,70000,63000,10,drawfit,47,100,0
4305642,가르니 포켓 초어 자켓 [NAVY],남성,148000,118400,20,drawfit,28,94,0
3783761,인버티드 워싱 코튼 자켓 [CREAM],남성,174000,139200,20,drawfit,98,98,0
5384976,와플 라운드 롱슬리브 티셔츠 [BLACK],남성,36000,32400,10,drawfit,1,100,0
2480237,밴딩 와이드 슬랙스 [L.BEIGE],남성,60000,49800,17,drawfit,1105,96,0
4934381,콘트라스트 라운드 하프 니트 [BLACK],남성,55000,49500,10,drawfit,23,98,0
4730995,라피드 스트라이프 셔츠 [SKY BLUE],남성,55000,49500,10,drawfit,16,92,0
4730988,루크 투 포켓 오픈카라 셔츠 [NAVY],남성,55000,49500,10,drawfit,24,98,0
4327314,오버사이즈 코듀로이 알렉스 셔츠 [CHARCOAL],남성,55000,49500,10,drawfit,56,98,0
5068734,[DRAW FIT X MANJAE] 러스티 머슬핏 티셔츠 [WHITE],남성,33000,29700,10,drawfit,30,90,0
3052033,레이어드 스트링 테잎 후드 [BLACK],남성,66000,59400,10,drawfit,254,92,0
2361830,테이퍼드 밴딩 치노 팬츠 [L.BEIGE],남성,66000,59400,10,drawfit,427,94,0
4702369,패커블 시어 윈드브레이커 [BLACK],남성,74000,59200,20,drawfit,28,98,0
4305956,코지드 브이넥 풀오버 니트 [BLACK],남성,58000,52200,10,drawfit,303,98,0
3031561,뉴트럴 컬러 집업 데님 자켓 [MOCHA],남성,174000,139200,20,drawfit,258,98,0
3783779,울 PBT 하프 카라 니트 [MELANGE GREY],남성,69000,62100,10,drawfit,90,100,0
5384972,리브드 헨리넥 티셔츠 [BROWN],남성,44000,39600,10,drawfit,0,0,0
3154692,원턱 밴딩 테이퍼드 슬랙스 [BLUE GREY],남성,63000,49800,21,drawfit,275,96,0
1852238,모더니티 세미 와이드 슬릿 슬랙스 [DUSTY CREAM],남성,69000,62100,10,drawfit,321,96,0
1624044,모더니티 히든 밴딩 슬랙스 [DUSTY CREAM],남성,69000,62100,10,drawfit,2200,96,0
4934379,쿨링 모달 하프 브이넥 니트 [BLACK],남성,55000,49500,10,drawfit,36,92,0
1925228,리에디션 오픈카라 티셔츠 [BROWN],남성,42000,37800,10,drawfit,609,98,0
3037122,바시티 벌룬 투웨이 집업 니트 [BLACK],남성,109000,98100,10,drawfit,353,96,0
4907284,스트라이프 하프 티셔츠 [CHARCOAL],남성,36000,32400,10,drawfit,97,98,0
5016411,데이팩 시어 스트링 백팩 [BLACK],남성,77000,69300,10,drawfit,5,84,0
4702402,울 프로트 집업 버튼 니트 [BLACK],남성,77000,69300,10,drawfit,62,96,0
4702401,울 프로트 집업 버튼 니트 [DARK BROWN],남성,77000,69300,10,drawfit,58,98,0
2509149,리에디션 브리즈 오픈 카라 셔츠 [WHITE],남성,55000,44000,20,drawfit,181,98,0
2120357,오버사이즈 히든 미니멀 셔츠 [BROWN],남성,59000,53100,10,drawfit,148,98,0
4934377,쿨링 모달 하프 라운드 니트 [CHARCOAL],남성,48000,43200,10,drawfit,140,98,0
4739968,와이드 카펜터 워크 팬츠 [BLACK],남성,66000,59400,10,drawfit,43,96,0
4739939,와이드 카펜터 워크 팬츠 [BLUE],남성,66000,59400,10,drawfit,31,94,0
3829999,유주얼 테이퍼드 데님 팬츠 [BLACK],남성,66000,59400,10,drawfit,26,98,0
1145197,유주얼 뉴 스트레이트 데님 팬츠 [WHITE],남성,66000,59400,10,drawfit,877,94,0
4702370,패커블 시어 윈드브레이커 [L.GREY],남성,74000,59200,20,drawfit,19,98,0
3489622,데이 레더 벨트 [BROWN],남성,42000,33600,20,drawfit,676,94,0
5384870,커브드 투웨이 폴라 플리스 자켓 [BLACK],남성,58000,52200,10,drawfit,1,100,0
348145,쿨메쉬 레이어드 슬리브리스 [BLACK],남성,29000,26100,10,drawfit,840,96,0
5068727,[DRAW FIT X MANJAE] 리브드 라운드 하프 티셔츠 [BLACK],남성,37000,33300,10,drawfit,26,86,0
4594140,울 해링턴 얼라인 자켓 [D.NAVY],남성,194000,155200,20,drawfit,4,100,0
4995112,[DRAW FIT X DAILY ROOM] 로버스트 버뮤다 스웻 팬츠 [M.GREY],남성,47000,42300,10,drawfit,99,98,0
5068735,[DRAW FIT X MANJAE] 러스티 머슬핏 티셔츠 [GREY],남성,33000,29700,10,drawfit,29,92,0
4327303,헤이지 미니멀 스트라이프 셔츠 [WHITE],남성,55000,49500,10,drawfit,49,96,0
3052057,오버사이즈 벌룬 피케 스웨트 셔츠 [GREY],남성,55000,49500,10,drawfit,222,96,0
4538564,[오정규X드로우핏] 오버사이즈 울 후드 코트 [BLACK],남성,318000,222600,30,drawfit,20,98,0
3284713,모던 첼시 레인 부츠 [BLACK],남성,122000,109800,10,drawfit,511,96,0
2510169,포멀릭 리브드 티셔츠 [BLACK],남성,42000,33600,20,drawfit,1817,98,0
3815300,페이퍼 코튼 알렉스 셔츠 [D.NAVY],남성,59000,53100,10,drawfit,146,96,0
3438231,뉴트럴 컬러 집업 데님 자켓 [D.GREY],남성,174000,139200,20,drawfit,30,88,0
3031567,플리츠 컬러 데님 자켓 [D.GREY],남성,174000,139200,20,drawfit,129,98,0
2725337,라인 스모크 레더 자켓 [SMOKE CAMEL],남성,174000,139200,20,drawfit,50,98,0
4538553,[오정규X드로우핏] 컨사이즈 울 원더 발마칸 코트 [BLACK],남성,298000,208600,30,drawfit,89,94,0
4730922,리브드 라운드넥 티셔츠 [BLACK],남성,42000,37800,10,drawfit,21,98,0
4327210,라운드넥 니트 티셔츠 [BLACK],남성,35000,31500,10,drawfit,188,96,0
2510194,오버사이즈 풀오버 카라 반팔 셔츠 [WHITE],남성,55000,44000,20,drawfit,202,96,0
4062165,부클 엣지 스트라이프 하프 니트 [BLACK],남성,62000,55800,10,drawfit,201,96,0
3052434,라운드 토 모노 더비 슈즈 [BLACK],남성,144000,129600,10,drawfit,33,94,0
4305585,로드니 카라 해링턴 자켓 [BLACK],남성,174000,139200,20,drawfit,5,92,0
4995113,[DRAW FIT X DAILY ROOM] 로버스트 버뮤다 스웻 팬츠 [BLACK],남성,47000,42300,10,drawfit,40,96,0
4740195,카우 슬림 레더 벨트 [BROWN],남성,42000,37800,10,drawfit,16,94,0
3966563,페이퍼 코튼 알렉스 셔츠 [D.GREY],남성,59000,53100,10,drawfit,70,94,0
4934308,세이어 하프 스트라이프 셔츠 [WHITE],남성,50000,45000,10,drawfit,78,96,0
3783780,울 PBT 하프 카라 니트 [MELANGE MOCHA],남성,69000,62100,10,drawfit,91,98,0
4330042,리버티 와이드 플레어 데님 팬츠 [BLACK],남성,66000,59400,10,drawfit,57,96,0
4330039,리버티 와이드 플레어 데님 팬츠 [BLUE],남성,66000,59400,10,drawfit,74,96,0
4301140,유주얼 세미 와이드 데님 팬츠 [VINTAGE BLUE],남성,66000,59400,10,drawfit,58,92,0
4108588,[패션플래닛X드로우핏] 쿨링 릴렉스드 스트링 팬츠 [BLACK],남성,62000,49600,20,drawfit,74,96,0
1066105,리에디션 오픈카라 티셔츠 [NAVY],남성,42000,37800,10,drawfit,2398,94,0
3154713,페이퍼 코튼 오버핏 셔츠 [L.GREY],남성,66000,49500,25,drawfit,1375,96,0
4739937,사이드 브리치 트랙 팬츠 [CHARCOAL],남성,62000,55800,10,drawfit,11,100,0
4041502,페이퍼 코튼 알렉스 하프 셔츠 [D.NAVY],남성,55000,49500,10,drawfit,139,98,0
4305756,컨사이즈 워시드 포켓 데님 자켓 [BLACK],남성,136000,108800,20,drawfit,32,96,0
4330046,워시드 더블니 카펜터 워크 팬츠 [LIGHT GREY],남성,72000,64800,10,drawfit,123,96,0
3783743,울 스타디움 라인 집업 자켓 [GREY],남성,199000,159200,20,drawfit,72,98,0
3030679,울 스타디움 라인 자켓,남성,199000,159200,20,drawfit,205,98,0
3823183,이레규러 라인 데님팬츠 [VINTAGE BLUE],남성,74000,66600,10,drawfit,54,96,0
4327215,라운드넥 니트 티셔츠 [WHITE],남성,35000,31500,10,drawfit,177,94,0
4305965,코지드 브이넥 풀오버 니트 [L.GREY],남성,58000,52200,10,drawfit,339,98,0
3235077,오버사이즈 풀오버 카라 반팔 셔츠 [NAVY],남성,55000,44000,20,drawfit,204,98,0
2509172,리에디션 브리즈 오픈 카라 셔츠 [BLUE GREY],남성,55000,44000,20,drawfit,339,96,0
3784044,소프트 PBT 투웨이 풀집업 니트 [M.GREY],남성,85000,76500,10,drawfit,29,98,0
5068729,[DRAW FIT X MANJAE] 리브드 라운드 하프 티셔츠 [MELANGE],남성,37000,33300,10,drawfit,25,94,0
5068728,[DRAW FIT X MANJAE] 리브드 라운드 하프 티셔츠 [IVORY],남성,37000,33300,10,drawfit,16,96,0
4702307,레이어 앵글 데님 자켓 [DEEP INDIGO],남성,124000,99200,20,drawfit,12,84,0
4041527,언로더 오픈카라 린넨 데님 셔츠 [DEEP BLUE],남성,66000,59400,10,drawfit,96,96,0
3489627,패디드 스트링 백 [BLACK],남성,74000,59200,20,drawfit,314,96,0
3847263,펠릭스 레더 스니커즈 [BLACK],남성,109000,98100,10,drawfit,30,100,0
4730930,리브드 라운드넥 티셔츠 [MELANGE],남성,42000,37800,10,drawfit,29,92,0
3052436,스웨이드 왈라비 모크 슈즈 [BLACK],남성,155000,139500,10,drawfit,69,96,0
4305378,레이어 플리츠 워크 자켓 [BLACK],남성,174000,139200,20,drawfit,19,98,0
4300486,헤리티지 헌팅 블루종 자켓 [SAND BEIGE],남성,174000,139200,20,drawfit,20,98,0
4934307,세이어 하프 스트라이프 셔츠 [SKY BLUE],남성,50000,45000,10,drawfit,111,98,0
5384970,실켓 코튼 U넥 롱슬리브 티셔츠 [M.GREY],남성,35000,29750,15,drawfit,0,0,0
2774998,와이드 뉴트럴 컬러 데님 [BROWN],남성,74000,66600,10,drawfit,657,98,0
2350515,헨리넥 니트 티셔츠 [CREAM],남성,42000,37800,10,drawfit,300,96,0
4934328,하버 데님 하프 셔츠 [MOSK BLUE],남성,58000,52200,10,drawfit,7,98,0
4305970,코지드 브이넥 풀오버 니트 [BROWN],남성,58000,52200,10,drawfit,144,98,0
1925446,쿨링 모달 하프 라운드 니트 [BROWN],남성,48000,43200,10,drawfit,527,98,0
3614260,핸드메이드 캐시미어 더블 로브 코트 [BLACK],남성,318000,254400,20,drawfit,154,96,0
2799745,[드로우핏X노이어] 핸드메이드 캐시미어 싱글 코트,공용,318000,254400,20,drawfit,250,98,0
2537862,루고 코튼 하프 치노 팬츠 [BEIGE],남성,47000,42300,10,drawfit,511,96,0
4305853,울 그라데이션 라운드 풀오버 니트 [LIGHT GREY],남성,70000,63000,10,drawfit,62,98,0
4305982,오버사이즈 벌키 브이넥 가디건 [BLACK],남성,74000,66600,10,drawfit,16,98,0
3829240,이레규러 라인 데님팬츠 [BLACK],남성,74000,66600,10,drawfit,43,98,0
3154651,투턱 밴딩 와이드 슬랙스 [CREAM],남성,63000,49800,21,drawfit,523,98,0
3783778,울 PBT 하프 카라 니트 [BLACK],남성,69000,62100,10,drawfit,88,96,0
4730947,세인츠 옴브레 체크 셔츠 [BLUE],남성,55000,49500,10,drawfit,30,98,0
4327316,오버사이즈 코듀로이 알렉스 셔츠 [BLACK],남성,55000,49500,10,drawfit,45,98,0
4041174,스티븐 체크 하프 셔츠 [NAVY],남성,55000,49500,10,drawfit,186,98,0
4041172,페이퍼 코튼 오버핏 하프 셔츠 [D.GREY],남성,55000,49500,10,drawfit,76,98,0
3614227,프리미어 울 발마칸 체스터 코트 [NAVY],남성,308000,246400,20,drawfit,74,98,0
3614226,프리미어 울 발마칸 체스터 코트 [BLACK],남성,308000,246400,20,drawfit,145,98,0
2818894,프리미어 퓨어 캐시미어 로브 더블 코트 [BEIGEISH GREY],남성,308000,246400,20,drawfit,329,98,0
3830016,워시드 오피서 치노 팬츠 [BLACK],남성,66000,59400,10,drawfit,82,96,0
3591937,울 블렌딩 헤어리 니트 [BROWN],남성,66000,59400,10,drawfit,167,98,0
3255473,스칼렙 오픈카라 반팔 셔츠 [BROWN],남성,66000,39600,40,drawfit,63,98,0
3088134,레이어드 스트링 테잎 후드 [M.IVORY],남성,66000,59400,10,drawfit,47,94,0
3052034,레이어드 스트링 테잎 후드 [M.GREY],남성,66000,59400,10,drawfit,279,96,0
1946997,릴렉스드 와이드 생지 데님 팬츠 [BLUE],남성,88000,79200,10,drawfit,694,96,0
1946922,릴렉스드 스트레이트 생지 데님 팬츠 [BLUE],남성,88000,79200,10,drawfit,552,96,0
2510176,포멀릭 리브드 티셔츠 [BROWN],남성,42000,33600,20,drawfit,1922,98,0
4990659,프레이밍 피그먼트 티셔츠 [CHARCOAL],남성,37000,33300,10,drawfit,26,94,0
3489244,스티치 포인트 워싱 데님 셔츠 [BLACK],남성,62000,55800,10,drawfit,71,98,0
3614287,프리미어 울 싱글 체스터 코트 [BLACK],남성,278000,222400,20,drawfit,192,98,0
2510190,시어서커 루즈핏 오픈카라 셔츠 [WHITE],남성,55000,44000,20,drawfit,295,96,0
1033849,리에디션 브리즈 오픈 카라 셔츠 [BLACK],남성,55000,44000,20,drawfit,877,94,0
4062198,패스 바이 피그먼트 워싱 티셔츠 [CHARCOAL],남성,37000,33300,10,drawfit,129,98,0
4305942,울 블렌딩 헤어리 니트 가디건 [BROWN],남성,72000,64800,10,drawfit,37,96,0
4934384,콘트라스트 하프 카라 니트 [IVORY],남성,58000,52200,10,drawfit,90,94,0
4306042,와플 텍스쳐 라운드 풀오버 니트 [CHARCOAL],남성,58000,52200,10,drawfit,111,96,0
4538555,[오정규X드로우핏] 컨사이즈 울 원더 발마칸 코트 [MELANGE GREY],남성,298000,208600,30,drawfit,44,92,0
4538554,[오정규X드로우핏] 컨사이즈 울 원더 발마칸 코트 [NAVY],남성,298000,208600,30,drawfit,50,94,0
4306093,콘스탄트 벌키 라운드 집업 니트 [CHARCOAL],남성,77000,69300,10,drawfit,27,100,0
2581638,슬럽 와이드 밴딩 데님 팬츠 [D.BLUE],남성,77000,69300,10,drawfit,255,98,0
885716,체크 로브 더블 코트 [GLEN CHECK],남성,256000,204800,20,drawfit,1528,96,0
1786160,오버핏 벤트 레이어드 티셔츠 [WHITE],남성,39000,29250,25,drawfit,1071,98,0
4058361,라티스 레더 슬라이드 [BLACK],남성,74000,66600,10,drawfit,88,96,0
3591940,울 블렌딩 레글런 풀오버 니트 [KHAKI],남성,74000,66600,10,drawfit,95,98,0
3479174,소프트 PBT 케이블 터틀넥 니트 [IVORY],남성,74000,66600,10,drawfit,25,94,0
3274393,블루베리 프린팅 티셔츠 [WHITE],남성,37000,33300,10,drawfit,336,98,0
4073507,[오정규X드로우핏] 린넨 원턱 테이퍼드 밴딩 팬츠 [3COLORS],남성,55000,39600,28,drawfit,248,92,0
3783847,소프트 에센셜 라운드 니트 [BROWN],남성,55000,49500,10,drawfit,56,100,0
3783843,소프트 에센셜 라운드 니트 [BLACK],남성,55000,49500,10,drawfit,97,98,0
1288281,가먼트 워시드 히든 데님 자켓 [CREAM],남성,119000,65450,45,drawfit,369,96,0
3175675,[오정규X드로우핏] 린넨 원턱 와이드 밴딩 팬츠 [5COLORS],남성,55000,39600,28,drawfit,1056,96,0
5146270,러프 스트라이프 헨리넥 티셔츠 [BLACK],남성,36000,32400,10,drawfit,29,98,0
3479627,레이어드 스트링 투웨이 집업 후드 [BLACK],남성,72000,64800,10,drawfit,54,92,0
1305432,모더니티 히든 밴딩 슬랙스 [MOCHA],남성,69000,37950,45,drawfit,466,96,0
3037187,보카시 하이넥 니트 가디건 [GREY],남성,86000,47300,45,drawfit,70,96,0
5385025,카우 스터드 스웨이드 레더 벨트 [CAMEL],남성,42000,37800,10,drawfit,0,0,0
4538584,[오정규X드로우핏] 유틸리티 패디드 다운 파카 점퍼 [BLACK],남성,266000,186200,30,drawfit,68,96,0
3255478,텍스처드 오픈 카라 니트 셔츠 [BROWN],남성,62000,37200,40,drawfit,29,86,0
4934319,코튼 하프 샴브레이 셔츠 [INDIGO],남성,50000,45000,10,drawfit,14,96,0
3830000,유주얼 테이퍼드 데님 팬츠 [WHITE],남성,66000,59400,10,drawfit,31,94,0
3784116,소프트 PBT 님블 브이넥 가디건 [NAVY],남성,66000,59400,10,drawfit,14,90,0
3847260,클라우디 스웨이드 스니커즈 [D.GREY],남성,98000,88200,10,drawfit,12,100,0
3783823,오블리크 하이넥 니트집업 트러커 [D.GREY],남성,98000,88200,10,drawfit,51,98,0
3231183,시어서커 루즈핏 오픈카라 셔츠 [NAVY],남성,55000,44000,20,drawfit,139,96,0
4062161,부클 엣지 스트라이프 하프 니트 [CREAM],남성,62000,55800,10,drawfit,174,96,0
3438289,울 하이넥 집업 블루종 자켓 [BLACK],남성,208000,166400,20,drawfit,5,100,0
2774975,스트레이트 뉴트럴 컬러 데님 [BEIGE],남성,74000,40700,45,drawfit,28,94,0
5146271,러프 스트라이프 헨리넥 티셔츠 [IVORY],남성,36000,32400,10,drawfit,34,94,0
3175869,[오정규X드로우핏] 수피마 실켓 프리미엄 코튼 롱슬리브 [2PACK],남성,72000,54000,25,drawfit,225,96,0
2226794,소프트 스톨 니트 머플러 [8color],남성,36000,32400,10,drawfit,4146,98,0
3815305,오버사이즈 에센셜 스트라이프 셔츠 [BLUE],남성,59000,53100,10,drawfit,67,100,0
4702380,덴시티 니트 트러커 울 가디건 [BLACK],남성,88000,79200,10,drawfit,9,98,0
2738486,코듀로이 테이퍼드 웨스 팬츠 [BEIGE],남성,69000,31050,55,drawfit,29,98,0
4594141,울 해링턴 얼라인 자켓 [GREY],남성,194000,155200,20,drawfit,4,100,0
3784045,소프트 PBT 투웨이 풀집업 니트 [SAND BEIGE],남성,85000,76500,10,drawfit,15,98,0
3784043,소프트 PBT 투웨이 풀집업 니트 [BLACK],남성,85000,76500,10,drawfit,50,100,0
1649143,프리미어 퓨어 캐시미어 히든 싱글 코트 [MOCHA BEIGE],남성,278000,152900,45,drawfit,421,98,0
3030734,코튼 트윌 니트 배색 집업 자켓 [CREAM],남성,187000,149600,20,drawfit,267,96,0
3030725,코튼 트윌 니트 배색 집업 자켓 [BLACK],남성,187000,149600,20,drawfit,101,94,0
4934382,콘트라스트 라운드 하프 니트 [BROWN],남성,55000,49500,10,drawfit,29,98,0
4702399,실크 라운드 풀오버 니트 [CREAM],남성,55000,49500,10,drawfit,24,96,0
4041493,페이퍼 코튼 알렉스 하프 셔츠 [D.GREY],남성,55000,49500,10,drawfit,49,94,0
4041160,드웰 오픈카라 와플 셔츠 [BEIGE],남성,55000,49500,10,drawfit,36,98,0
4041072,산세리프 엠브로더리 티셔츠 [BLACK],남성,33000,29700,10,drawfit,302,98,0
4041016,쿨링 모달 하프 카라 니트 [GREEN],남성,55000,49500,10,drawfit,146,98,0
3783844,소프트 에센셜 라운드 니트 [BLUEGREY],남성,55000,49500,10,drawfit,80,100,0
3231808,에센셜 베이직 티셔츠 [KHAKI],남성,33000,29700,10,drawfit,48,100,0
3052059,오버사이즈 벌룬 피케 스웨트 셔츠 [BRICK],남성,55000,49500,10,drawfit,105,98,0
1456516,멀티 스트랩 미니 백 [CREAM],공용,55000,49500,10,drawfit,604,96,0
1786163,하이 벤트 레이어드 티셔츠 [BROWN],남성,39000,29250,25,drawfit,816,96,0
1786159,오버핏 벤트 레이어드 티셔츠 [BLACK],남성,39000,29250,25,drawfit,639,98,0
3996400,[SET] 오버사이즈 히든 미니멀 셔츠 + 넥타이,남성,84000,69720,17,drawfit,17,98,0
5384862,크롭 패디드 플라이트 블루종 자켓 [BLACK],남성,174000,139200,20,drawfit,0,0,0
4702329,스테이블 레이어 체크 자켓 [GREY],남성,174000,139200,20,drawfit,8,100,0
4305383,레이어 플리츠 워크 자켓 [KHAKI],남성,174000,139200,20,drawfit,29,100,0
3438110,코튼 트윌 스트링 자켓 [CREAM],남성,174000,139200,20,drawfit,28,98,0
4306085,콘스탄트 벌키 라운드 집업 니트 [NAVY],남성,77000,69300,10,drawfit,62,96,0
4934317,코튼 하프 샴브레이 셔츠 [BLUE],남성,50000,45000,10,drawfit,17,90,0
3591941,울 블렌딩 레글런 풀오버 니트 [BLUE],남성,74000,66600,10,drawfit,90,98,0
3489243,워시드 웨스턴 데님 셔츠 [MIDDLE BLUE],남성,74000,66600,10,drawfit,88,98,0
3489242,워시드 웨스턴 데님 셔츠 [LIGHT BLUE],남성,74000,66600,10,drawfit,52,98,0
2919571,와이드 뉴트럴 컬러 데님 [GREYISH KHAKI],남성,74000,66600,10,drawfit,39,96,0
3648036,울 니트 버튼 바라클라바 [2COLORS],남성,36000,32400,10,drawfit,622,96,0
3783820,오버사이즈 믹시드 풀오버 니트 [SAGE GREEN],남성,69000,62100,10,drawfit,23,96,0
3784118,소프트 PBT 님블 브이넥 가디건 [BLACK],남성,66000,59400,10,drawfit,31,94,0
3783849,소프트 에센셜 헨리넥 니트 [TAWNY BROWN],남성,66000,59400,10,drawfit,54,98,0
3231805,에센셜 베이직 티셔츠 [CLASSIC BLUE],남성,33000,29700,10,drawfit,90,96,0
3088140,레이어드 스트링 테잎 후드 [CHARCOAL],남성,66000,59400,10,drawfit,74,94,0
3052073,리버릭 리브드 니트 티셔츠 [CREAM],남성,44000,39600,10,drawfit,226,96,0
3052068,리버릭 리브드 니트 티셔츠 [BLACK],남성,44000,39600,10,drawfit,436,96,0
1903746,에센셜 베이직 티셔츠 [DARK BROWN],남성,33000,29700,10,drawfit,233,98,0
1020270,에센셜 베이직 티셔츠 [SKY BLUE],남성,33000,29700,10,drawfit,1580,96,0
538281,에센셜 베이직 티셔츠 [NAVY],남성,33000,29700,10,drawfit,1223,96,0
1333400,하이 벤트 레이어드 티셔츠 [D.NAVY],남성,39000,29250,25,drawfit,726,96,0
2774701,셋업 스트링 트랙 팬츠 [MATT BLACK],남성,69000,37950,45,drawfit,30,96,0
3476412,리버릭 리브드 니트 티셔츠 [OLIVE],남성,44000,22000,50,drawfit,28,98,0
5068732,[DRAW FIT X MANJAE] 리브드 헨리넥 하프 티셔츠 [MELANGE],남성,40000,36000,10,drawfit,113,90,0
3255743,프린지 카라 반팔 니트 [NAVY],남성,66000,52800,20,drawfit,53,98,0
4934326,하버 데님 하프 셔츠 [BLACK],남성,58000,52200,10,drawfit,15,98,0
4306107,라운드 브러쉬 헤어리 풀오버 니트 [L.GREY],남성,62000,49600,20,drawfit,14,94,0
